"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC"	"t"	"P.Value"	"adj.P.Val"	"gene_description"	"associated_phenotypes"
"2"	44940080	45008284	68205	"+"	9261	"ENSRNOG00000039582"	"294747"	"Cspg4b"	1.43076630667719	-1.02633409410044	-6.99495505194851	2.70658172176828e-06	0.0118406139004055	"chondroitin sulfate proteoglycan 4B [Source:RGD Symbol;Acc:1561161]"	""
"6"	109665523	109679809	14287	"-"	6300	"ENSRNOG00000062383"	"65162"	"Dio2"	6.34017668259046	0.965712020048558	7.35675407945015	1.43376130368839e-06	0.0118406139004055	"iodothyronine deiodinase 2 [Source:RGD Symbol;Acc:68418]"	"Metabolic Syndrome; hypertension; type 2 diabetes mellitus; genetic disease; Endometriosis; Mesothelioma; thyroid gland disease; Autism Spectrum Disorder; Insulin Resistance; obesity; blood thyroid-stimulating hormone amount"
"4"	46800981	46964631	163651	"-"	5975	"ENSRNOG00000061845"	"282587"	"Cttnbp2"	42.880924441719	0.724876668194671	6.86188059165454	3.43441653196222e-06	0.0118406139004055	"cortactin binding protein 2 [Source:RGD Symbol;Acc:628691]"	"Autism Spectrum Disorder; Myocardial Ischemia; Pleomorphic Xanthoastrocytoma; genetic disease; prostate cancer"
"2"	68628780	68850995	222216	"+"	3169	"ENSRNOG00000009771"	"29181"	"Cdh10"	17.4641869611814	0.456783723328023	6.84452502944511	3.54339654668588e-06	0.0118406139004055	"cadherin 10 [Source:RGD Symbol;Acc:619741]"	"Autistic Disorder; Neurodevelopmental Disorders; genetic disease; Autism Spectrum Disorder"
"7"	111836012	111944688	108677	"+"	6976	"ENSRNOG00000060407"	"56827"	"Cacna1i"	21.8086893309055	0.443997296485317	7.50322221930379	1.1141210822515e-06	0.0118406139004055	"calcium voltage-gated channel subunit alpha1 I [Source:RGD Symbol;Acc:68944]"	"Hydrocephalus; Developmental Disabilities; ventriculomegaly; adenylosuccinase lyase deficiency; genetic disease; Schizophrenia; Neurodevelopmental Disorder with Speech Impairment and with or without Seizures; Sciatic Neuropathy; withdrawal disorder; Hyperalgesia"
"3"	39945351	40109124	163774	"+"	3620	"ENSRNOG00000005369"	"50599"	"Kcnj3"	22.1296928824918	0.621340165840901	6.40807842264232	7.87894713637504e-06	0.0131073795840166	"potassium inwardly-rectifying channel, subfamily J, member 3 [Source:RGD Symbol;Acc:2958]"	"Autism Spectrum Disorder; genetic disease; heart pumping trait"
"1"	201321672	201340226	18555	"-"	833	"ENSRNOG00000018237"	"24426"	"Gstp1"	57.823133256209	-0.550812244032726	-6.42445716126061	7.64257854438935e-06	0.0131073795840166	"glutathione S-transferase pi 1 [Source:RGD Symbol;Acc:2758]"	"Experimental Liver Neoplasms; Bronchopulmonary Dysplasia; chronic myeloid leukemia; breast cancer; Pseudomonas Infections; Oral Squamous Cell Carcinoma; diffuse large B-cell lymphoma; Disease Progression; Lung Neoplasms; pancreatic cancer; colorectal adenoma; Cystic Fibrosis; Plasmodium falciparum malaria; Prostatic Neoplasms; amyotrophic lateral sclerosis; Intellectual Disability; late onset Parkinson's disease; Peritonitis; Pulmonary Emphysema; allergic disease; Myocardial Ischemia; hepatocellular carcinoma; Focal Nodular Hyperplasia; testicular cancer; esophagus squamous cell carcinoma; congenital heart disease; malignant astrocytoma; Aicardi-Goutieres Syndrome 3; prostatic hypertrophy; carotid artery disease; contact dermatitis; kidney disease; Respiratory Sounds; chronic obstructive pulmonary disease; Kuhnt-Junius degeneration; Carcinoma; Cough; clear cell renal cell carcinoma; liver disease; ovarian cancer; pre-malignant neoplasm; Cholangiocarcinoma; bronchus carcinoma; asthma; hypertension; perennial allergic rhinitis; prostate cancer; vestibular disease; drug allergy; melanoma; Acute Coronary Syndrome; Reperfusion Injury; lung disease; toxic encephalopathy; Senile Cataract; psoriasis; Multiple Sclerosis; renal cell carcinoma; Osteosarcoma; Parkinson's disease; Non-alcoholic Fatty Liver Disease; sarcoma; Osteoporosis; Laryngeal Neoplasms; type 2 diabetes mellitus; Breast Neoplasms; acute myeloid leukemia; respiratory system disease; Multiple Myeloma; lung non-small cell carcinoma; Cholangiofibrosis; Kidney Calculi; movement disease; genetic disease; Chromosome Aberrations; bone marrow disease; lymphoid leukemia; mitochondrial metabolism disease; high grade glioma; pancreatic ductal carcinoma; substance-induced psychosis; hematopoietic system disease; Airway Obstruction; Alzheimer's Disease; Drug-induced leukopenia; Autistic Disorder; Graves Disease; atopic dermatitis; Stomach Neoplasms; bronchiolo-alveolar adenocarcinoma; Pulmonary Fibrosis; Experimental Seizures; Chemotherapy-Induced Febrile Neutropenia; prostate carcinoma in situ; urinary bladder cancer; Chronic Cerebral Hypoperfusion; Ureteral Calculi; Chemical and Drug Induced Liver Injury; Cholestasis; myeloid leukemia; Hodgkin's lymphoma; peripheral nervous system disease; Gallbladder Neoplasms; Drug-induced Neutropenia; Conjunctivochalasis; Essential Tremor; amphetamine abuse; Pre-Eclampsia; squamous cell carcinoma; Autism Spectrum Disorder; acute kidney failure; Recurrent Infections, with Encephalopathy, Hepatic Dysfunction, and Cardiovascular Malformations; Necrosis; Meningitis; acute lymphoblastic leukemia; Colorectal Neoplasms; myelodysplastic syndrome; liver integrity trait"
"16"	79518312	79527040	8729	"+"	8711	"ENSRNOG00000014605"	"290907"	"Lig4"	8.09497670587639	0.499514280651985	6.3940328345658	8.08769533150546e-06	0.0131073795840166	"DNA ligase 4 [Source:RGD Symbol;Acc:1304639]"	"prostate cancer; high grade glioma; thyroid gland papillary carcinoma; colorectal cancer; Anal Atresia, Hypospadias, and Penoscrotal Inversion; DNA ligase IV deficiency; Severe Combined Immunodeficiency with Sensitivity to Ionizing Radiation; genetic disease; pancreatic cancer; Multiple Myeloma; severe combined immunodeficiency"
"10"	104656883	104757918	101036	"+"	19467	"ENSRNOG00000029658"	"303735"	"Rnf213"	3.43874270251362	-0.366524170123578	-6.3592683030654	8.62946944123672e-06	0.0131073795840166	"ring finger protein 213 [Source:RGD Symbol;Acc:1308168]"	"Stroke; Aortic Coarctation; patent foramen ovale; Pityriasis Rubra Pilaris; Epilepsy; Moyamoya Disease 2; Moyamoya Disease; genetic disease; anaplastic ependymoma; mucopolysaccharidosis type IIIA"
"6"	129702383	129707268	4886	"-"	2657	"ENSRNOG00000059714"	"299331"	"Hsp90aa1"	352.058394275967	0.351827954044406	6.51740052347968	6.43392680056182e-06	0.0131073795840166	"heat shock protein 90 alpha family class A member 1 [Source:RGD Symbol;Acc:631409]"	"Breast Neoplasms; Frontotemporal Lobar Degeneration; Charcot-Marie-Tooth disease axonal type 2O; rheumatoid arthritis; Ductal Carcinoma; Alzheimer's Disease; Neurodevelopmental Disorders; portal hypertension; Neoplasm Metastasis; human immunodeficiency virus infectious disease; Knee Osteoarthritis; genetic disease; colon cancer; intrahepatic cholangiocarcinoma; Cognitive Dysfunction; anaplastic large cell lymphoma; Experimental Diabetes Mellitus; contact dermatitis"
