"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC"	"t"	"P.Value"	"adj.P.Val"	"associated_phenotypes"
"2"	193185275	193200642	15368	"+"	3671	"ENSRNOG00000015691"	"310764"	"Inka2"	17.8971510820223	0.627340243648433	10.3449074182667	3.06010015810587e-08	0.00051128153441633	"genetic disease"
"8"	121153500	121160084	6585	"-"	844	"ENSRNOG00000019321"	"25298"	"Cck"	74.019736882005	1.12313205839823	8.91971317866968	2.12363186375901e-07	0.00118272137265619	"Pain; gastric ulcer; Neurobehavioral Manifestations; toxic encephalopathy; Experimental Diabetes Mellitus; Unconsciousness; genetic disease; pancreatitis; congenital muscular dystrophy-dystroglycanopathy type A8; Hyperkinesis; Parkinson's disease; Bulimia; Metabolic Syndrome; liver disease; gastrointestinal system disease; Inflammation; Drug-Induced Dyskinesia; Hyperalgesia; Hallucinations; Gallstones; morbid obesity; Fever; Anorexia; Catalepsy; cataract"
"7"	85900453	85933429	32977	"+"	2776	"ENSRNOG00000008615"	"362911"	"Mal2"	42.0404458036755	0.686532134306556	9.06290744545776	1.73100430915115e-07	0.00118272137265619	"trichorhinophalangeal syndrome type I; genetic disease; hereditary multiple exostoses"
"3"	9070185	9126946	56762	"-"	9065	"ENSRNOG00000027392"	"499759"	"Ccdc187"	2.4728255769421	-1.01200506177472	-8.3412775793731	4.96741586443151e-07	0.00118565120375602	""
"4"	89696420	89796262	99843	"-"	2225	"ENSRNOG00000008656"	"29219"	"Snca"	69.5974424556722	0.606986157115195	8.40083265925992	4.54300712558697e-07	0.00118565120375602	"congestive heart failure; Parkinson's disease 4; Animal Disease Models; amphetamine abuse; Neurilemmoma; Cocaine-Related Disorders; Ataxia; Multiple System Atrophy; myeloid leukemia; Pick's disease; Synucleinopathy; autosomal dominant polycystic kidney disease; Parkinsonism; vascular dementia; Alzheimer's Disease; genetic disease; alcohol use disorder; Lewy body dementia; Weight Loss; Parkinson's disease; Parkinson's disease 1; Manganese Poisoning; Wilson disease; Schizophrenia; Neurobehavioral Manifestations; neurodegenerative disease; secondary Parkinson disease; Brain Injuries; Creutzfeldt-Jakob disease; Bipolar Disorder; Animal Lameness; depressive disorder; GM2 gangliosidosis; substance-induced psychosis; Gaucher's disease; Pantothenate Kinase-Associated Neurodegeneration; decreased susceptibility to neuronal excitotoxicity; Nerve Degeneration; drinking behavior trait; drinking behavior trait"
"5"	154160946	154176980	16035	"-"	2107	"ENSRNOG00000013783"	"298609"	"Efhd2"	44.6533895693621	0.537427719011917	8.6358183194012	3.20692629784133e-07	0.00118565120375602	"Binge Drinking; genetic disease; chromosome 1p36 deletion syndrome"
"18"	39462765	39531622	68858	"+"	2680	"ENSRNOG00000003829"	"302290"	"Ap3s1"	21.5622227922615	0.479626392663106	8.34430600989487	4.94485651837268e-07	0.00118565120375602	"genetic disease; Autistic Disorder; familial adenomatous polyposis 1; Neurodevelopmental Disorders; Hereditary Neoplastic Syndromes; Experimental Liver Cirrhosis"
"17"	21500979	21504665	3687	"+"	3687	"ENSRNOG00000068332"	"NULL"	NA	26.7742925055602	0.745517739659847	8.22463945225683	5.92424555091657e-07	0.00123727868330892	""
"7"	34092943	34097185	4243	"+"	2767	"ENSRNOG00000023896"	"116663"	"Dusp6"	8.325171895078	0.732945132611857	7.77892760007603	1.17944345862589e-06	0.00130488988958961	"Animal Mammary Neoplasms; Carcinoma; visual epilepsy; Hyperalgesia; Pain, Postoperative; Hypogonadotropic Hypogonadism 19 with or without Anosmia; Experimental Liver Cirrhosis; hypogonadotropic hypogonadism 7 with or without anosmia; Myocardial Ischemia; Leishmaniasis; glioblastoma; genetic disease; breast cancer; Experimental Mammary Neoplasms; Brain Ischemia; pancreatitis"
"7"	114944764	115011787	67024	"+"	3189	"ENSRNOG00000010834"	"362971"	"Mpped1"	21.6202143376747	0.72941719470537	7.7587242777512	1.21755541998078e-06	0.00130488988958961	"Intellectual Disability; genetic disease; Phelan-McDermid syndrome"
"13"	43307775	43313417	5643	"+"	1750	"ENSRNOG00000049641"	"171122"	"Rab29"	7.38489437836578	0.642076534299156	7.86368018965075	1.03272035667028e-06	0.00130488988958961	"Familial Adult Myoclonic Epilepsy, 5; gastrointestinal stromal tumor; genetic disease; Autistic Disorder; Hypokalemic Periodic Paralysis, Type 1; parathyroid carcinoma"
"10"	93366136	93833131	466996	"+"	4997	"ENSRNOG00000024557"	"287776"	"Cep112"	7.88626856088382	-0.519196529196988	-7.97581664491829	8.67463873541013e-07	0.00130488988958961	"spermatogenic failure 44; genetic disease"
"4"	155960946	156025472	64527	"-"	3946	"ENSRNOG00000008376"	"25551"	"Slc2a3"	33.6721925974292	0.49258500149909	7.73188434236311	1.27020047023161e-06	0.00130488988958961	"Autism Spectrum Disorder; Reperfusion Injury; Hyperphosphatemic Familial Tumoral Calcinosis 1; cataract; Alzheimer's Disease; Temtamy Syndrome; Lymphoproliferative Syndrome 2; Acanthosis Nigricans; Fetal Growth Retardation; lipid storage disease; Klippel-Feil syndrome 3; juvenile rheumatoid arthritis; hypertension; Diabetes Mellitus; Germ Cell and Embryonal Neoplasms; genetic disease; Insulin Resistance; allergic contact dermatitis; Experimental Diabetes Mellitus; developmental and epileptic encephalopathy 21; type 2 diabetes mellitus; Peroxisome Biogenesis Disorder 2B"
"1"	28615606	28630309	14704	"-"	4152	"ENSRNOG00000042309"	"292199"	"Kiaa0408L"	28.4462572903246	0.397874596888806	7.70387650295474	1.32769500377205e-06	0.00130488988958961	"genetic disease"
"9"	54876141	54960325	84185	"+"	5708	"ENSRNOG00000011677"	"363229"	"Slc39a10"	31.0154532562304	0.381193756836464	7.7241012029838	1.28591024539036e-06	0.00130488988958961	"Neoplasm Invasiveness; genetic disease; Neurodevelopmental Disorders"
"5"	19329413	19333806	4394	"+"	1966	"ENSRNOG00000064562"	"NULL"	NA	13.7691925798853	0.371887808711529	8.0616900397083	7.59832983803942e-07	0.00130488988958961	""
"9"	49344781	49416900	72120	"+"	7030	"ENSRNOG00000056246"	"24398"	"Gls"	59.850228467607	0.315404473285885	7.8800651607499	1.00664036485474e-06	0.00130488988958961	"Osteoarthritis; Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine; genetic disease; Tracheoesophageal Fistula; Neurodevelopmental Disorders; Lymphangioleiomyomatosis; IMMUNODEFICIENCY 31B; Experimental Liver Cirrhosis; Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development; developmental and epileptic encephalopathy 71; Spontaneous Abortions"
"2"	183185552	183194847	9296	"+"	3033	"ENSRNOG00000048617"	"60334"	"Ensa"	52.0660365534967	0.440898500050654	7.64094110081443	1.46709994353629e-06	0.00136179476981135	"Spinal Cord Injuries; severe congenital neutropenia 5; gastrointestinal stromal tumor; MHC class II deficiency; IMMUNODEFICIENCY 42; parathyroid carcinoma; severe congenital neutropenia 3; Myocardial Ischemia; insulin secretion trait"
"13"	99213203	99361777	148575	"+"	4366	"ENSRNOG00000064615"	"NULL"	NA	2.02865450681726	-1.10616030247598	-7.59049082040057	1.58993299474985e-06	0.00139813686717265	""
"3"	18055405	18059891	4487	"+"	2587	"ENSRNOG00000018294"	"25617"	"Hspa5"	137.37136300977	0.714350945412859	7.34990265300304	2.34356268752476e-06	0.00156624981532655	"Acute Experimental Pancreatitis; experimental autoimmune myocarditis; Female Infertility; post-traumatic stress disorder; chronic myeloid leukemia; Contrast-Induced Nephropathy; visual epilepsy; Chemical and Drug Induced Liver Injury; Hematologic Neoplasms; Acute Lung Injury; Myocardial Infarction; esophagus squamous cell carcinoma; inflammatory bowel disease; fatty liver disease; myeloid neoplasm; Reperfusion Injury; high grade glioma; Temporomandibular Joint Osteoarthritis; Asbestosis; Peripheral Nerve Injuries; spinocerebellar ataxia type 17; Zika fever; rheumatoid arthritis; Spinal Cord Reperfusion Injury; Breast Neoplasms; Diabetic Cardiomyopathies; hepatocellular carcinoma; Spinal Cord Injuries; Myocardial Reperfusion Injury; obesity; genetic disease; neuronal ceroid lipofuscinosis; Ureteral Obstruction; Nerve Degeneration; transient cerebral ischemia; Diabetic Nephropathies; Pulmonary Fibrosis; Dopamine Beta Hydroxylase Deficiency; respiratory allergy"
"2"	75816122	75864043	47922	"-"	2046	"ENSRNOG00000066065"	"64160"	"Basp1"	114.114471333107	0.597764242137181	7.35595560740653	2.32058243484749e-06	0.00156624981532655	"Experimental Mammary Neoplasms; genetic disease; Carcinoma; Animal Mammary Neoplasms; Neurodevelopmental Disorders"
"3"	106726036	106734600	8565	"+"	1813	"ENSRNOG00000005284"	"81677"	"Itpka"	19.4749749772809	0.564204513502294	7.36983979417993	2.26875960131401e-06	0.00156624981532655	"genetic disease; colorectal cancer; Bloom Syndrome"
"5"	67681297	67801170	119874	"-"	7466	"ENSRNOG00000018126"	"313210"	"Abca1"	18.5020523570167	-0.49241864469292	-7.36432151165685	2.28920964334268e-06	0.00156624981532655	"obesity; Chronic Hepatitis C; fatty liver disease; primary hypoalphalipoproteinemia 1; non-alcoholic steatohepatitis; familial hyperlipidemia; Atherosclerosis; liver cancer; Hepatomegaly; genetic disease; High Myopia; Hypoalphalipoproteinemias; Coronary Disease; Tangier Disease; breast carcinoma; proximal symphalangism; Hypercholesterolemia; hypolipoproteinemia; Coronary Artery Disease; primary biliary cholangitis; familial hypercholesterolemia; premature menopause; Colorectal Neoplasms; type 2 diabetes mellitus; Walker-Warburg Syndrome; acute promyelocytic leukemia; Metabolic Syndrome; hepatocellular carcinoma; Hyperlipoproteinemia Type II; peripheral nervous system disease; Alzheimer's Disease; extrahepatic cholestasis; Delayed Hypersensitivity; membranous glomerulonephritis"
"14"	94996990	95004980	7991	"-"	3734	"ENSRNOG00000005464"	"360983"	"Lgalsl"	21.1115349527772	0.387917149379177	7.40554315541455	2.14099804692409e-06	0.00156624981532655	"genetic disease; Experimental Liver Cirrhosis"
"2"	153324273	153381081	56809	"-"	3745	"ENSRNOG00000010768"	"361959"	"Kpna4"	28.1513554308366	0.341941702704021	7.44642783085704	2.00391915532142e-06	0.00156624981532655	"genetic disease"
"6"	109665523	109679809	14287	"-"	6300	"ENSRNOG00000062383"	"65162"	"Dio2"	6.34017668259046	0.553532108376646	7.27593637200185	2.64448995396627e-06	0.00169938992887955	"Endometriosis; Mesothelioma; hypertension; type 2 diabetes mellitus; obesity; Insulin Resistance; thyroid gland disease; genetic disease; Autism Spectrum Disorder; Metabolic Syndrome; blood thyroid-stimulating hormone amount"
"3"	157198872	157328325	129454	"-"	5213	"ENSRNOG00000012175"	"311658"	"Nfatc2"	4.44083652300549	-0.854920967561532	-7.11842956004922	3.42857700277517e-06	0.00182318051647111	"pulmonary hypertension; genetic disease; type 2 diabetes mellitus; nervous system disease; JOINT CONTRACTURES, OSTEOCHONDROMAS, AND B-CELL LYMPHOMA; dilated cardiomyopathy 1A"
"5"	9659213	9684684	25472	"-"	3252	"ENSRNOG00000021663"	"500393"	"Vxn"	46.4057469410739	0.795695972318565	7.15043720166528	3.25147782444259e-06	0.00182318051647111	""
"5"	146354152	146355331	1180	"-"	657	"ENSRNOG00000015967"	"NULL"	NA	50.3904147094451	0.379874004895055	7.10741320542362	3.49184681153192e-06	0.00182318051647111	"Retinitis Pigmentosa 59; genetic disease; autosomal recessive hypercholesterolemia; Experimental Liver Cirrhosis"
